"sampleSize.1000","sampleSize.2000","sampleSize.3000","sampleSize.4000","sampleSize.5000","sampleSize.6000","sampleSize.7000","sampleSize.8000","sampleSize.9000","sampleSize.10000","sampleSize.11000","sampleSize.12000","sampleSize.13000","sampleSize.14000","sampleSize.15000","sampleSize.16000","sampleSize.17000","sampleSize.18000","sampleSize.19000","sampleSize.20000"
1.20741292693407,1.02612944292226,0.308660458643797,0.58201519951251,0.41637449414636,1.20463574365053,0.596063187335256,0.687219113089131,1.7738177990395,1.68894485356074,0.79871151726525,1.41324294742789,2.03170958391554,2.10863111948235,2.17249629949935,2.15106173308187,1.69542232908217,1.48665652638679,1.60746995965447,1.51433002885056
1.36531509153368,1.03324672702884,0.709542568456417,1.24598338516239,1.02977703890742,1.42037108608929,0.599137539995401,1.56304720845642,2.0948997464615,1.93448420999785,1.23658808813932,1.9778798444925,2.37379826193874,2.18513150709797,2.28004525794269,2.27639908792924,2.3302105422789,1.50941095240719,2.02939210508379,2.20982727635662
1.84661783053004,1.89957887628583,1.51384583963592,1.29739614258994,1.80897423322489,1.63427731137135,0.619469788020696,1.61410189821944,2.1582416639287,1.93787289343247,1.83638850796624,1.99583356848061,2.41756591498093,2.28700730924622,2.82770854971593,2.67285567562153,2.77861566973813,1.75158441004401,2.96298743132285,2.32519973515649
2.10240978612254,2.08737020602718,2.06528202844782,1.42305124595287,1.81198094882753,1.73591953515628,0.68363416412294,1.6853980696172,2.23507677804407,2.26584891793757,2.50908849201495,2.14283954487103,2.6338745536923,2.83473043571185,2.92132685287649,2.76003227523551,2.78154111631299,2.52893660828059,3.0164571342718,2.34971946535623
2.19068058380235,2.22543537791425,2.10938439684753,1.80113321029102,1.92736810250115,1.84095356695278,0.730682204166459,1.69871818288768,2.35139621967587,2.31768237178905,2.53960506345878,2.19096172971683,2.83412791939425,2.8483027845962,3.30628720775399,2.79377245036377,3.00544195430366,2.90223374780479,3.02784640737333,2.78783593389492
2.25840892564794,2.31759344125099,2.14544758462847,1.850196177875,2.21412473497212,1.94991906382619,1.13733822742741,1.96066374116698,2.39091367616104,2.49274682667853,2.56838500584032,2.20127604328306,2.90604178198776,2.8782847618344,3.32013897608886,2.82254126482268,3.06672573175424,3.06503455369625,3.09082607563566,2.87416620398495
2.3178917819167,2.54444960941919,2.23023147232692,2.23803200862758,2.2742971428193,1.98978909588065,1.38181139136929,2.07822697352571,2.49135209275296,2.54143544677621,2.58852152699633,2.3862941661992,3.12308515370999,2.88953244035708,3.36205139422166,2.96365512220166,3.22784977102991,3.23075582798857,3.10896735868861,2.93343925692898
2.56762833133686,2.65972416137951,2.29138468442843,2.35203608361037,2.29734003155368,2.06874489155443,1.48639699567582,2.14259448185646,2.54935622081021,2.59859498350757,2.5921866486892,2.6284417623841,3.23645528159175,2.94527395620689,3.54539515573215,3.15177564935672,3.23090385822367,3.34406323061692,3.3067677852177,2.98632192479143
2.64914516218048,2.68062391406938,2.31583450610595,2.35649643978554,2.31489912315622,2.20738546800075,1.67053487470086,2.16699286135154,2.61373805701797,2.65678478770308,2.59334359159986,2.76876021144931,3.25722839928497,2.9833023929745,3.55348119477327,3.15770502923096,3.26961469551427,3.36755210747223,3.36421969026279,3.01618727303997
2.77976946387445,2.7066640674457,2.33931410052627,2.61881603197481,2.38803056461516,2.25526231801651,1.9515540265696,2.19241944306851,2.64410583925727,2.70550150163975,2.61433159502389,3.00589303797691,3.39631453487616,3.02116944677404,3.59430133676612,3.18985556526233,3.38212165195599,3.37244918698684,3.44980794857424,3.08118326222901
